word	count	suggestion	sugg_count	first_letter	sugg_letter
hr	1	ur	10	h	u
rami	1	kami	10	r	k
eman	1	iman	10	e	i
gidon	1	kidon	10	g	k
kunjong	1	tunjong	10	k	t
vadoh	1	sadoh	10	v	s
vadoh	1	kadoh	10	v	k
dadoh	1	sadoh	10	d	s
dadoh	1	kadoh	10	d	k
kholdoh	1	aholdoh	10	k	a
phetna	1	chetna	10	p	c
gaji	1	naji	10	g	n
eikoiya	1	kikoiya	10	e	k
chinin	1	lhinin	10	c	l
tomin	1	nomin	10	t	n
phuna	1	lhuna	10	p	l
vamin	1	tamin	10	v	t
hangun	1	mangun	10	h	m
bea	1	vea	10	b	v
ikikoi	1	akikoi	10	i	a
kuiya	1	luiya	10	k	l
phahsa	1	lhahsa	10	p	l
gelna	1	lelna	10	g	l
aoh	1	goh	10	a	g
khahsa	1	lhahsa	10	k	l
nouna	1	kouna	10	n	k
dub	1	tub	10	d	t
penle	1	jenle	10	p	j
gamtah	1	lamtah	10	g	l
muiya	1	luiya	10	m	l
chaiya	1	lhaiya	10	c	l
deiloute	1	neiloute	10	d	n
koluvin	1	boluvin	10	k	b
telna	1	lelna	10	t	l
pera	1	gera	10	p	g
somlou	1	nomlou	10	s	n
naiyuvin	1	paiyuvin	10	n	p
naiyuvin	1	laiyuvin	10	n	l
hingle	1	lingle	10	h	l
kelna	1	lelna	10	k	l
huse	1	suse	10	h	s
lit	1	git	10	l	g
lana	1	hana	10	l	h
nanin	1	tanin	10	n	t
pingle	1	lingle	10	p	l
pop	1	lop	10	p	l
bakai	1	nakai	10	b	n
gongin	1	kongin	10	g	k
hadou	1	nadou	10	h	n
vit	1	git	10	v	g
sapol	1	hapol	10	s	h
loh-in	1	toh-in	10	l	t
nachonsetai	1	kachonsetai	10	n	k
tungu	1	hungu	10	t	h
haiyuvin	1	paiyuvin	10	h	p
haiyuvin	1	laiyuvin	10	h	l
kumkhat	1	pumkhat	10	k	p
nona	1	sona	10	n	s
zeh	1	teh	10	z	t
yah	1	gah	10	y	g
ri	1	di	10	r	d
ri	1	ii	10	r	i
munjong	1	tunjong	10	m	t
map	1	dap	10	m	d
naova	1	paova	10	n	p
maroth	1	taroth	10	m	t
tahdoh	1	lahdoh	10	t	l
lhinle	1	ahinle	10	l	a
jida	1	kida	10	j	k
heitai	1	seitai	10	h	s
jima	1	nima	10	j	n
jima	1	gima	10	j	g
lanin	1	tanin	10	l	t
dit	1	git	10	d	g
veu	1	reu	10	v	r
ilon	1	elon	10	i	e
ilon	1	alon	10	i	a
'ama	1	hama	10	'	h
'ah	1	gah	10	'	g
jihol	1	kihol	10	j	k
ihinlai	1	ahinlai	10	i	a
hangailut	1	nangailut	10	h	n
bit	1	git	10	b	g
tomu	1	nomu	10	t	n
koikhom	1	doikhom	10	k	d
gajol	1	kajol	10	g	k
nuse	1	suse	10	n	s
dea	1	vea	10	d	v
namatsah	1	kamatsah	10	n	k
mosea	1	hosea	10	m	h
gaova	1	paova	10	g	p
iumna	1	jumna	10	i	j
uman	1	iman	10	u	i
minah	1	dinah	10	m	d
lenle	1	jenle	10	l	j
aima	1	nima	10	a	n
aima	1	gima	10	a	g
gelu	1	helu	10	g	h
chuna	1	lhuna	10	c	l
ithem	1	athem	10	i	a
pochu	1	hochu	10	p	h
khinin	1	lhinin	10	k	l
geiyah	1	keiyah	10	g	k
chinghoi	1	ahinghoi	10	c	a
kibon	1	dibon	10	k	d
neijen	1	veijen	10	n	v
top	1	lop	10	t	l
ichonsetna	1	achonsetna	10	i	a
jalu	1	nalu	10	j	n
domu	1	nomu	10	d	n
penlang	1	henlang	10	p	h
ikison	1	akison	10	i	a
jomin	1	nomin	10	j	n
nelna	1	lelna	10	n	l
komu	1	nomu	10	k	n
gelpi	1	kelpi	10	g	k
nipen	1	eipen	9	n	e
nipen	1	pipen	9	n	p
tangah	1	pangah	9	t	p
aongdoh	1	gongdoh	9	a	g
languva	1	panguva	9	l	p
isel	1	asel	9	i	a
thojin	1	khojin	9	t	k
milo	1	kilo	9	m	k
ihauvin	1	thauvin	9	i	t
hitang	1	mitang	9	h	m
tuh-in	1	suh-in	9	t	s
dampeh	1	lampeh	9	d	l
iujum	1	lujum	9	i	l
tosah	1	sosah	9	t	s
kedoh	1	hedoh	9	k	h
iaiya	1	naiya	9	i	n
kakihahselna	1	nakihahselna	9	k	n
ahauvin	1	thauvin	9	a	t
raphu	1	kaphu	9	r	k
hajep	1	kajep	9	h	k
kabong	1	nabong	9	k	n
kagalkai	1	nagalkai	9	k	n
gemin	1	nemin	9	g	n
mis	1	sis	9	m	s
toh-uva	1	doh-uva	9	t	d
poute	1	loute	9	p	l
masat	1	gasat	9	m	g
ijotna	1	ajotna	9	i	a
bangjong	1	nangjong	9	b	n
neiye	1	seiye	9	n	s
kathan	1	dathan	9	k	d
o-	1	l-	9	o	l
nul	1	lul	9	n	l
gilo	1	kilo	9	g	k
seiyui	1	keiyui	9	s	k
juh-in	1	suh-in	9	j	s
aeiye	1	seiye	9	a	s
gabola	1	kabola	9	g	k
tilo	1	kilo	9	t	k
nichon	1	kichon	9	n	k
nep	1	tep	9	n	t
eath	1	bath	9	e	b
namah	1	gamah	9	n	g
maho	1	naho	9	m	n
heph	1	reph	9	h	r
khuto	1	chuto	9	k	c
hanah	1	nanah	9	h	n
cath	1	bath	9	c	b
ohel	1	chel	9	o	c
upatna	1	apatna	9	u	a
-moth	1	imoth	9	-	i
c-am	1	o-am	9	c	o
tare	1	mare	9	t	m
michri	1	bichri	9	m	b
e-am	1	o-am	9	e	o
mathan	1	dathan	9	m	d
eiu	1	piu	9	e	p
dingji	1	jingji	9	d	j
eilhah	1	kilhah	9	e	k
zeph	1	reph	9	z	r
josoh	1	losoh	9	j	l
neitol	1	leitol	9	n	l
kaseiyuve	1	naseiyuve	9	k	n
dangjong	1	nangjong	9	d	n
us	1	ps	9	u	p
shab	1	chab	9	s	c
hr	1	or	9	h	o
baho	1	naho	9	b	n
jaccur	1	zaccur	9	j	z
vadoh	1	gadoh	9	v	g
dadoh	1	gadoh	9	d	g
hipen	1	eipen	9	h	e
hipen	1	pipen	9	h	p
ahaisoh	1	chaisoh	9	a	c
gingji	1	jingji	9	g	j
houve	1	touve	9	h	t
eichon	1	kichon	9	e	k
-u	1	au	9	-	a
ilengpau	1	alengpau	9	i	a
kouve	1	touve	9	k	t
nitinin	1	mitinin	9	n	m
vatou	1	natou	9	v	n
igamsunguva	1	agamsunguva	9	i	a
konchan	1	bonchan	9	k	b
keh-uva	1	peh-uva	9	k	p
janguva	1	panguva	9	j	p
suthong	1	muthong	9	s	m
kamah	1	gamah	9	k	g
itoldoh	1	atoldoh	9	i	a
geiho	1	beiho	9	g	b
noiyin	1	hoiyin	9	n	h
kitang	1	mitang	9	k	m
chome	1	khome	9	c	k
aoh	1	loh	9	a	l
lhe	1	she	9	l	s
saphu	1	kaphu	9	s	k
kampeh	1	lampeh	9	k	l
namse	1	gamse	9	n	g
sathe	1	nathe	9	s	n
nathangvah-e	1	kathangvah-e	9	n	k
nong	1	gong	9	n	g
hinsungu	1	ainsungu	9	h	a
sonle	1	lonle	9	s	l
hotpa	1	jotpa	9	h	j
kalhep	1	nalhep	9	k	n
mathe	1	nathe	9	m	n
sul	1	lul	9	s	l
nohna	1	tohna	9	n	t
tongdoh	1	gongdoh	9	t	g
sukha	1	mukha	9	s	m
hamse	1	gamse	9	h	g
sheth	1	pheth	9	s	p
chuh-in	1	lhuh-in	9	c	l
dah-a	1	kah-a	9	d	k
busah	1	musah	9	b	m
i-nga	1	a-nga	9	i	a
mohna	1	tohna	9	m	t
kelkhoh	1	gelkhoh	9	k	g
mangah	1	pangah	9	m	p
bamah	1	gamah	9	b	g
nilhon	1	hilhon	9	n	h
seh-uva	1	peh-uva	9	s	p
dungin	1	lungin	9	d	l
punguva	1	nunguva	9	p	n
tungu	1	sungu	9	t	s
gamboh	1	hamboh	9	g	h
ikivei	1	akivei	9	i	a
nengten	1	lengten	9	n	l
nailouva	1	tailouva	9	n	t
jima	1	eima	9	j	e
dehna	1	pehna	9	d	p
misen	1	kisen	9	m	k
holji	1	bolji	9	h	b
gatongin	1	natongin	9	g	n
aheh-in	1	lheh-in	9	a	l
'in	1	lin	9	'	l
'in	1	bin	9	'	b
b-	1	l-	9	b	l
tilhon	1	hilhon	9	t	h
inin	1	anin	9	i	a
salim	1	nalim	9	s	n
na-chapa	1	ka-chapa	9	n	k
tantauvin	1	pantauvin	9	t	p
aanguva	1	panguva	9	a	p
ahuh-in	1	lhuh-in	9	a	l
sanah	1	nanah	9	s	n
eilhon	1	hilhon	9	e	h
najah-a	1	kajah-a	9	n	k
kalhuh	1	nalhuh	9	k	n
aima	1	eima	9	a	e
vah-a	1	kah-a	9	v	k
samse	1	gamse	9	s	g
gaphah	1	kaphah	9	g	k
aonga	1	longa	9	a	l
aonga	1	bonga	9	a	b
eigoa	1	kigoa	9	e	k
laho	1	naho	9	l	n
habola	1	kabola	9	h	k
pamse	1	gamse	9	p	g
vopsah	1	nopsah	9	v	n
imthei	1	umthei	9	i	u
eibanga	1	kibanga	9	e	k
palaiya	1	malaiya	9	p	m
kamusau	1	namusau	9	k	n
piput	1	kiput	9	p	k
eisut	1	kisut	9	e	k
daiya	1	naiya	9	d	n
vaiyin	1	gaiyin	9	v	g
vaiyin	1	kaiyin	9	v	k
geisuh	1	neisuh	9	g	n
gua	1	bua	8	g	b
kanga	1	janga	8	k	j
jubal	1	tubal	8	j	t
dangle	1	bangle	8	d	b
khule	1	thule	8	k	t
kadan	1	ladan	8	k	l
pohsa	1	tohsa	8	p	t
eitan	1	jitan	8	e	j
eitan	1	hitan	8	e	h
kakilo	1	nakilo	8	k	n
gasemin	1	kasemin	8	g	k
motan	1	lotan	8	m	l
ihut	1	phut	8	i	p
lob	1	nob	8	l	n
punin	1	kunin	8	p	k
jahol	1	gahol	8	j	g
gahoi	1	nahoi	8	g	n
kium	1	eium	8	k	e
pih	1	kih	8	p	k
ilom	1	alom	8	i	a
pala	1	kala	8	p	k
lutdoh	1	putdoh	8	l	p
jangle	1	bangle	8	j	b
bonguvin	1	donguvin	8	b	d
mumin	1	sumin	8	m	s
iengpa	1	dengpa	8	i	d
salu	1	kalu	8	s	k
ikoitauve	1	akoitauve	8	i	a
najauvin	1	kajauvin	8	n	k
vetdohna	1	hetdohna	8	v	h
vua	1	bua	8	v	b
bob	1	nob	8	b	n
vala	1	kala	8	v	k
tamle	1	gamle	8	t	g
hahoh	1	nahoh	8	h	n
ger	1	mer	8	g	m
gakimu	1	nakimu	8	g	n
re-i	1	je-i	8	r	j
rat	1	dat	8	r	d
dimo	1	oimo	8	d	o
keri	1	beri	8	k	b
sansan	1	pansan	8	s	p
se-i	1	je-i	8	s	j
keibol	1	meibol	8	k	m
kilchah	1	hilchah	8	k	h
goiho	1	doiho	8	g	d
mala	1	kala	8	m	k
hintang	1	tintang	8	h	t
eihoi	1	kihoi	8	e	k
gitta	1	kitta	8	g	k
hob	1	nob	8	h	n
kijo	1	hijo	8	k	h
nunin	1	kunin	8	n	k
kasohpan	1	nasohpan	8	k	n
mahol	1	gahol	8	m	g
sadan	1	ladan	8	s	l
kansan	1	pansan	8	k	p
gotan	1	lotan	8	g	l
lhongin	1	thongin	8	l	t
nena	1	dena	8	n	d
maho	1	kaho	8	m	k
hoth	1	ioth	8	h	i
palei	1	kalei	8	p	k
zina	1	kina	8	z	k
zeri	1	beri	8	z	b
eilhendoh	1	kilhendoh	8	e	k
gingje	1	dingje	8	g	d
ahule	1	thule	8	a	t
konguvin	1	donguvin	8	k	d
gajou	1	najou	8	g	n
kinga	1	ginga	8	k	g
namle	1	gamle	8	n	g
hisahna	1	kisahna	8	h	k
khamin	1	thamin	8	k	t
mihou	1	eihou	8	m	e
shi	1	khi	8	s	k
me-i	1	je-i	8	m	j
iget	1	nget	8	i	n
sutdoh	1	putdoh	8	s	p
baho	1	kaho	8	b	k
pham	1	sham	8	p	s
oh-in	1	ah-in	8	o	a
vadoh	1	ladoh	8	v	l
dadoh	1	ladoh	8	d	l
thut	1	phut	8	t	p
yui	1	nui	8	y	n
lhante	1	khante	8	l	k
kamaivah	1	namaivah	8	k	n
oget	1	nget	8	o	n
hangpet	1	jangpet	8	h	j
toh-a	1	soh-a	8	t	s
na-ngeh	1	ka-ngeh	8	n	k
jumin	1	sumin	8	j	s
bah-in	1	lah-in	8	b	l
vaitai	1	naitai	8	v	n
kako	1	jako	8	k	j
mauvin	1	lauvin	8	m	l
suhna	1	huhna	8	s	h
deihon	1	neihon	8	d	n
bea	1	hea	8	b	h
linghoi	1	hinghoi	8	l	h
seihon	1	neihon	8	s	n
chatman	1	khatman	8	c	k
gepna	1	jepna	8	g	j
lethem	1	hethem	8	l	h
kui	1	nui	8	k	n
pangle	1	bangle	8	p	b
kavom	1	savom	8	k	s
bui	1	nui	8	b	n
dele	1	hele	8	d	h
sangle	1	bangle	8	s	b
jamle	1	gamle	8	j	g
galou	1	nalou	8	g	n
chongin	1	thongin	8	c	t
lhamin	1	thamin	8	l	t
notan	1	lotan	8	n	l
nohna	1	pohna	8	n	p
tijo	1	hijo	8	t	h
jahoi	1	nahoi	8	j	n
lana	1	pana	8	l	p
voh-a	1	soh-a	8	v	s
pop	1	mop	8	p	m
pop	1	sop	8	p	s
bakai	1	kakai	8	b	k
kauvin	1	lauvin	8	k	l
mohna	1	pohna	8	m	p
pitan	1	jitan	8	p	j
pitan	1	hitan	8	p	h
bechang	1	jechang	8	b	j
tamga	1	gamga	8	t	g
nele	1	hele	8	n	h
goh-a	1	soh-a	8	g	s
nalhauvin	1	dalhauvin	8	n	d
eijen	1	nijen	8	e	n
ioi	1	toi	8	i	t
aui	1	nui	8	a	n
ikichoh	1	akichoh	8	i	a
khalouva	1	phalouva	8	k	p
tonguvin	1	donguvin	8	t	d
lijen	1	nijen	8	l	n
ibulhit	1	abulhit	8	i	a
natile	1	katile	8	n	k
titan	1	jitan	8	t	j
titan	1	hitan	8	t	h
hahon	1	nahon	8	h	n
'in	1	-in	8	'	-
ihou	1	khou	8	i	k
eisanga	1	hisanga	8	e	h
dea	1	hea	8	d	h
ahongin	1	thongin	8	a	t
ihaodoh	1	ahaodoh	8	i	a
thithei	1	ahithei	8	t	a
ungting	1	ingting	8	u	i
moh-a	1	soh-a	8	m	s
thime	1	ahime	8	t	a
hoiho	1	doiho	8	h	d
sele	1	hele	8	s	h
taimo	1	haimo	8	t	h
laho	1	kaho	8	l	k
top	1	mop	8	t	m
top	1	sop	8	t	s
jalu	1	kalu	8	j	k
pathat	1	kathat	8	p	k
eihepi	1	mihepi	8	e	m
natah-in	1	matah-in	8	n	m
tanun	1	kanun	8	t	k
gimbol	1	limbol	8	g	l
heipan	1	neipan	8	h	n
lansan	1	pansan	8	l	p
ahut	1	phut	8	a	p
pishon	1	dishon	7	p	d
bolam	1	solam	7	b	s
nuiya	1	puiya	7	n	p
bangpa	1	sangpa	7	b	s
gakipui	1	nakipui	7	g	n
lamdoh	1	damdoh	7	l	d
jontouvin	1	kontouvin	7	j	k
galeh	1	kaleh	7	g	k
veile	1	seile	7	v	s
iheh	1	pheh	7	i	p
teiyu	1	neiyu	7	t	n
masap	1	hasap	7	m	h
rosh	1	josh	7	r	j
sasel	1	kasel	7	s	k
sithei	1	tithei	7	s	t
bingin	1	hingin	7	b	h
gahoi	1	kahoi	7	g	k
hoh-in	1	joh-in	7	h	j
palin	1	galin	7	p	g
nuna	1	suna	7	n	s
phaiyin	1	chaiyin	7	p	c
gagihsal	1	nagihsal	7	g	n
pih	1	nih	7	p	n
langma	1	bangma	7	l	b
vama	1	nama	7	v	n
vama	1	mama	7	v	m
bam	1	yam	7	b	y
phunguvin	1	lhunguvin	7	p	l
mung	1	bung	7	m	b
aal	1	sal	7	a	s
deiyu	1	neiyu	7	d	n
koh-in	1	joh-in	7	k	j
kathal	1	nathal	7	k	n
gedi	1	jedi	7	g	j
josa	1	gosa	7	j	g
boron	1	horon	7	b	h
lad	1	ead	7	l	e
eal	1	sal	7	e	s
langsa	1	pangsa	7	l	p
jouvui	1	bouvui	7	j	b
eile	1	mile	7	e	m
mam	1	yam	7	m	y
ka-pathenuvin	1	na-pathenuvin	7	k	n
lamsa	1	kamsa	7	l	k
eikhut	1	kikhut	7	e	k
thomin	1	chomin	7	t	c
vamsa	1	kamsa	7	v	k
phah-u	1	lhah-u	7	p	l
hikhan	1	kikhan	7	h	k
thonga	1	phonga	7	t	p
aung	1	bung	7	a	b
gangpa	1	sangpa	7	g	s
sola	1	mola	7	s	m
natouna	1	katouna	7	n	k
namelmatea	1	kamelmatea	7	n	k
shaiyin	1	chaiyin	7	s	c
gasempeh	1	kasempeh	7	g	k
gahalvam	1	nahalvam	7	g	n
hangsa	1	pangsa	7	h	p
nul	1	hul	7	n	h
cama	1	nama	7	c	n
cama	1	mama	7	c	m
-a	1	ya	7	-	y
tansa	1	kansa	7	t	k
gakhai	1	nakhai	7	g	n
neichoi	1	seichoi	7	n	s
puitan	1	guitan	7	p	g
pithei	1	tithei	7	p	t
ipathenu	1	apathenu	7	i	a
kaneiyum	1	naneiyum	7	k	n
aun	1	gun	7	a	g
aun	1	hun	7	a	h
ahepai	1	chepai	7	a	c
itaibuh	1	ataibuh	7	i	a
koiyuvin	1	loiyuvin	7	k	l
aba	1	eba	7	a	e
itoupet	1	atoupet	7	i	a
gur	1	zur	7	g	z
sur	1	zur	7	s	z
ainsa	1	hinsa	7	a	h
nibat	1	kibat	7	n	k
medi	1	jedi	7	m	j
huhai	1	juhai	7	h	j
vad	1	ead	7	v	e
ea	1	ya	7	e	y
jor	1	dor	7	j	d
hoth	1	moth	7	h	m
hosh	1	josh	7	h	j
zam	1	yam	7	z	y
bith	1	mith	7	b	m
khonga	1	phonga	7	k	p
u-el	1	i-el	7	u	i
ron	1	non	7	r	n
zethan	1	nethan	7	z	n
hammo	1	dammo	7	h	d
baha	1	jaha	7	b	j
lengjah	1	pengjah	7	l	p
cun	1	gun	7	c	g
cun	1	hun	7	c	h
nasosah	1	kasosah	7	n	k
gacheuvin	1	kacheuvin	7	g	k
mor	1	dor	7	m	d
cai	1	dai	7	c	d
phereth	1	chereth	7	p	c
gasa	1	lasa	7	g	l
palal	1	nalal	7	p	n
nehum	1	rehum	7	n	r
chulam	1	thulam	7	c	t
mikhut	1	kikhut	7	m	k
jouvinte	1	pouvinte	7	j	p
pham	1	tham	7	p	t
natsah	1	hatsah	7	n	h
geipet	1	neipet	7	g	n
kachep	1	nachep	7	k	n
eithei	1	tithei	7	e	t
mibolna	1	eibolna	7	m	e
naseiyun	1	gaseiyun	7	n	g
kouvui	1	bouvui	7	k	b
phetna	1	ahetna	7	p	a
mahin	1	tahin	7	m	t
salouva	1	nalouva	7	s	n
nalunghanna	1	kalunghanna	7	n	k
ahama	1	khama	7	a	k
chondoh	1	ahondoh	7	c	a
pile	1	mile	7	p	m
lalna	1	halna	7	l	h
kakisatpi	1	nakisatpi	7	k	n
bah-in	1	nah-in	7	b	n
chonga	1	phonga	7	c	p
nangsa	1	pangsa	7	n	p
ahonga	1	phonga	7	a	p
lhonga	1	phonga	7	l	p
neila	1	keila	7	n	k
damsungin	1	kamsungin	7	d	k
saljin	1	maljin	7	s	m
phah-in	1	chah-in	7	p	c
kalouva	1	nalouva	7	k	n
mom	1	vom	7	m	v
misoh	1	hisoh	7	m	h
kuiya	1	puiya	7	k	p
julou	1	mulou	7	j	m
nisoh	1	hisoh	7	n	h
kiuve	1	piuve	7	k	p
luh	1	muh	7	l	m
luh	1	juh	7	l	j
pipoi	1	jipoi	7	p	j
pela	1	dela	7	p	d
muiya	1	puiya	7	m	p
kimin	1	simin	7	k	s
kimin	1	limin	7	k	l
batsah	1	hatsah	7	b	h
gaiyuva	1	kaiyuva	7	g	k
uvo	1	avo	7	u	a
kasuboh	1	nasuboh	7	k	n
hingle	1	jingle	7	h	j
jela	1	dela	7	j	d
kamlet	1	hamlet	7	k	h
linguve	1	jinguve	7	l	j
sul	1	hul	7	s	h
damuvin	1	samuvin	7	d	s
thoiyun	1	choiyun	7	t	c
gih-e	1	hih-e	7	g	h
gasel	1	kasel	7	g	k
jahen	1	sahen	7	j	s
kungle	1	dungle	7	k	d
jahoi	1	kahoi	7	j	k
sing	1	bing	7	s	b
gakihou	1	nakihou	7	g	n
cal	1	sal	7	c	s
solpa	1	golpa	7	s	g
vamuvin	1	samuvin	7	v	s
-an	1	ian	7	-	i
pingle	1	jingle	7	p	j
hangpa	1	sangpa	7	h	s
dah-a	1	sah-a	7	d	s
lhumsa	1	khumsa	7	l	k
lilaiya	1	hilaiya	7	l	h
nacheuvin	1	kacheuvin	7	n	k
chonpi	1	lhonpi	7	c	l
loh-in	1	joh-in	7	l	j
lalhan	1	dalhan	7	l	d
helech	1	melech	7	h	m
gamsungin	1	kamsungin	7	g	k
michang	1	nichang	7	m	n
gapat	1	napat	7	g	n
ng	1	eg	7	n	e
beikah	1	meikah	7	b	m
kalhan	1	dalhan	7	k	d
lhusa	1	ahusa	7	l	a
zel	1	nel	7	z	n
ileiset	1	aleiset	7	i	a
gada	1	jada	7	g	j
khute	1	chute	7	k	c
jangtah	1	gangtah	7	j	g
ahetauvin	1	chetauvin	7	a	c
naiyuva	1	kaiyuva	7	n	k
-un	1	gun	7	-	g
-un	1	hun	7	-	h
songchu	1	jongchu	7	s	j
mise	1	kise	7	m	k
aom	1	vom	7	a	v
naja	1	kaja	7	n	k
veu	1	deu	7	v	d
kalunguva	1	nalunguva	7	k	n
hahon	1	kahon	7	h	k
samuva	1	gamuva	7	s	g
gasah	1	hasah	7	g	h
thama	1	khama	7	t	k
samun	1	gamun	7	s	g
'vo	1	avo	7	'	a
'ama	1	nama	7	'	n
'ama	1	mama	7	'	m
hengtah	1	nengtah	7	h	n
kakikhop	1	nakikhop	7	k	n
dih-e	1	hih-e	7	d	h
gindoh	1	dindoh	7	g	d
munla	1	tunla	7	m	t
tinge	1	dinge	7	t	d
tinge	1	yinge	7	t	y
tamsa	1	kamsa	7	t	k
eise	1	kise	7	e	k
konjong	1	honjong	7	k	h
eine	1	kine	7	e	k
chaiye	1	khaiye	7	c	k
neisang	1	geisang	7	n	g
khunla	1	chunla	7	k	c
dangpa	1	sangpa	7	d	s
beiyu	1	neiyu	7	b	n
tounaa	1	dounaa	7	t	d
golun	1	bolun	7	g	b
jantah	1	bantah	7	j	b
hounaa	1	dounaa	7	h	d
settoh	1	vettoh	7	s	v
lhondoh	1	ahondoh	7	l	a
mapun	1	hapun	7	m	h
namuvin	1	samuvin	7	n	s
kamuvin	1	samuvin	7	k	s
-em	1	gem	7	-	g
-em	1	pem	7	-	p
nela	1	dela	7	n	d
jaleng	1	kaleng	7	j	k
eila	1	tila	7	e	t
kabat	1	nabat	7	k	n
jalna	1	halna	7	j	h
tintem	1	hintem	7	t	h
vah-a	1	sah-a	7	v	s
mitilkhou	1	kitilkhou	7	m	k
homan	1	noman	7	h	n
dahen	1	sahen	7	d	s
kakicholdo	1	nakicholdo	7	k	n
gaheh	1	naheh	7	g	n
minle	1	kinle	7	m	k
jamun	1	gamun	7	j	g
khina	1	lhina	7	k	l
aonga	1	tonga	7	a	t
naha	1	jaha	7	n	j
holun	1	bolun	7	h	b
eitona	1	kitona	7	e	k
phatchan	1	khatchan	7	p	k
eisunem	1	kisunem	7	e	k
lile	1	mile	7	l	m
beile	1	seile	7	b	s
iphosal	1	aphosal	7	i	a
imutauve	1	amutauve	7	i	a
sapa	1	mapa	7	s	m
leile	1	seile	7	l	s
mangtah	1	gangtah	7	m	g
ivo	1	avo	7	i	a
kajah-u	1	najah-u	7	k	n
mingailut	1	eingailut	7	m	e
lhama	1	khama	7	l	k
pettoh	1	vettoh	7	p	v
vaiyin	1	naiyin	7	v	n
phol	1	thol	7	p	t
meile	1	seile	7	m	s
ahingthei	1	chingthei	6	a	c
pishon	1	kishon	6	p	k
goutah	1	loutah	6	g	l
phunglama	1	chunglama	6	p	c
aongdoh	1	hongdoh	6	a	h
pohsa	1	bohsa	6	p	b
pemna	1	demna	6	p	d
gasemin	1	nasemin	6	g	n
pch	1	ech	6	p	e
hinphah	1	minphah	6	h	m
sasel	1	nasel	6	s	n
gakipoh	1	nakipoh	6	g	n
laitauve	1	paitauve	6	l	p
nuna	1	puna	6	n	p
nuna	1	tuna	6	n	t
pih	1	jih	6	p	j
saova	1	jaova	6	s	j
halkhom	1	palkhom	6	h	p
polna	1	holna	6	p	h
galamkai	1	nalamkai	6	g	n
kabahgam	1	nabahgam	6	k	n
pala	1	nala	6	p	n
tosah	1	mosah	6	t	m
jupi	1	nupi	6	j	n
patdoh	1	hatdoh	6	p	h
kadeljam	1	nadeljam	6	k	n
simsoh	1	dimsoh	6	s	d
bonguvin	1	monguvin	6	b	m
neh-u	1	peh-u	6	n	p
beisa	1	meisa	6	b	m
geuel	1	reuel	6	g	r
mumin	1	lumin	6	m	l
mung	1	kung	6	m	k
poh-u	1	moh-u	6	p	m
ichele	1	achele	6	i	a
ikoiyu	1	akoiyu	6	i	a
ailai	1	kilai	6	a	k
matdoh	1	hatdoh	6	m	h
minung	1	einung	6	m	e
doina	1	boina	6	d	b
hihet	1	eihet	6	h	e
vala	1	nala	6	v	n
kaphin	1	naphin	6	k	n
leb	1	zeb	6	l	z
zenan	1	kenan	6	z	k
gajih	1	najih	6	g	n
gajih	1	kajih	6	g	k
parah	1	marah	6	p	m
tar	1	car	6	t	c
ahikhai	1	chikhai	6	a	c
deb	1	zeb	6	d	z
jar	1	car	6	j	c
gona	1	lona	6	g	l
mitha	1	eitha	6	m	e
aumbom	1	sumbom	6	a	s
meite	1	neite	6	m	n
kihouvun	1	eihouvun	6	k	e
beidiu	1	keidiu	6	b	k
hounau	1	lounau	6	h	l
gidom	1	kidom	6	g	k
aung	1	kung	6	a	k
mala	1	nala	6	m	n
neinom	1	seinom	6	n	s
sola	1	jola	6	s	j
och	1	ech	6	o	e
pipeh	1	tipeh	6	p	t
nagentheina	1	kagentheina	6	n	k
vahom	1	nahom	6	v	n
kabonchan	1	nabonchan	6	k	n
eihuhhingna	1	mihuhhingna	6	e	m
khohna	1	chohna	6	k	c
thikah	1	khikah	6	t	k
aun	1	yun	6	a	y
gakisil	1	nakisil	6	g	n
gamel	1	namel	6	g	n
nena	1	sena	6	n	s
nep	1	lep	6	n	l
pelouvin	1	nelouvin	6	p	n
beb	1	zeb	6	b	z
almo	1	olmo	6	a	o
jor	1	cor	6	j	c
hanah	1	kanah	6	h	k
ziphah	1	kiphah	6	z	k
zecher	1	becher	6	z	b
kar	1	car	6	k	c
lsshi	1	isshi	6	l	i
laova	1	jaova	6	l	j
cun	1	yun	6	c	y
houtai	1	joutai	6	h	j
izri	1	azri	6	i	a
ezri	1	azri	6	e	a
sadia	1	nadia	6	s	n
holje	1	bolje	6	h	b
seh-u	1	peh-u	6	s	p
konguvin	1	monguvin	6	k	m
kinga	1	ninga	6	k	n
mor	1	cor	6	m	c
mehi	1	lehi	6	m	l
naute	1	taute	6	n	t
par	1	car	6	p	c
eihongdoh	1	kihongdoh	6	e	k
jeb	1	zeb	6	j	z
nah-u	1	sah-u	6	n	s
dantauve	1	pantauve	6	d	p
jutwi	1	gutwi	6	j	g
langpan	1	pangpan	6	l	p
khauva	1	thauva	6	k	t
eiphan	1	miphan	6	e	m
vanghel	1	manghel	6	v	m
phaji	1	lhaji	6	p	l
nephun	1	jephun	6	n	j
lalhang	1	galhang	6	l	g
seite	1	neite	6	s	n
aheilouva	1	theilouva	6	a	t
gamjang	1	lamjang	6	g	l
jinai	1	kinai	6	j	k
soh-e	1	doh-e	6	s	d
-u	1	du	6	-	d
jumin	1	lumin	6	j	l
